,Case Number,Year,Type,Country,Types,Decade
652,1959.04.05,1959,Unprovoked,AUSTRALIA,Unprovoked,1950.0
653,1959.02.28,1959,Boat,AUSTRALIA,Boating,1950.0
654,1959.01.31,1959,Unprovoked,AUSTRALIA,Unprovoked,1950.0
655,1959.01.25,1959,Unprovoked,AUSTRALIA,Unprovoked,1950.0
656,1959.01.17.b,1959,Unprovoked,AUSTRALIA,Unprovoked,1950.0
657,1959.01.17.a,1959,Unprovoked,AUSTRALIA,Unprovoked,1950.0
658,1959.01.00,1959,Unprovoked,AUSTRALIA,Unprovoked,1950.0
659,1958.11.23,1958,Unprovoked,AUSTRALIA,Unprovoked,1950.0
660,1958.01.27,1958,Unprovoked,AUSTRALIA,Unprovoked,1950.0
661,1958.01.19,1958,Unprovoked,AUSTRALIA,Unprovoked,1950.0
662,1957.12.31,1957,Unprovoked,AUSTRALIA,Unprovoked,1950.0
663,1957.11.04.R,1957,Boat,AUSTRALIA,Boating,1950.0
664,1957.07.09,1957,Unprovoked,AUSTRALIA,Unprovoked,1950.0
665,1957.05.11,1957,Unprovoked,AUSTRALIA,Unprovoked,1950.0
666,1957.04.23,1957,Unprovoked,AUSTRALIA,Unprovoked,1950.0
667,1957.04.13,1957,Unprovoked,AUSTRALIA,Unprovoked,1950.0
668,1957.02.02,1957,Unprovoked,AUSTRALIA,Unprovoked,1950.0
669,1956.08.15.b,1956,Provoked,AUSTRALIA,Provoked,1950.0
670,1956.06.28,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
671,1956.05.00,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
672,1956.03.11,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
673,1956.03.04,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
674,1956.03.00.b,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
675,1956.02.26,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
676,1956.02.10.R,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
677,1956.01.16.R,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
678,1956.01.05,1956,Unprovoked,AUSTRALIA,Unprovoked,1950.0
679,1955.12.31,1955,Boating,AUSTRALIA,Boating,1950.0
680,1955.10.16,1955,Provoked,AUSTRALIA,Provoked,1950.0
681,1955.08.00.a,1955,Boating,AUSTRALIA,Boating,1950.0
682,1955.03.09,1955,Unprovoked,AUSTRALIA,Unprovoked,1950.0
683,1955.03.00.a,1955,Provoked,AUSTRALIA,Provoked,1950.0
684,1955.02.05,1955,Unprovoked,AUSTRALIA,Unprovoked,1950.0
685,1955.02.01.,1955,Boating,AUSTRALIA,Boating,1950.0
686,1955.02.00,1955,Boating,AUSTRALIA,Boating,1950.0
687,1955.01.17,1955,Unprovoked,AUSTRALIA,Unprovoked,1950.0
688,1954.12.11,1954,Unprovoked,AUSTRALIA,Unprovoked,1950.0
689,1954.09.04,1954,Unprovoked,AUSTRALIA,Unprovoked,1950.0
690,1954.06.27,1954,Unprovoked,AUSTRALIA,Unprovoked,1950.0
691,1954.02.27,1954,Unprovoked,AUSTRALIA,Unprovoked,1950.0
692,1954.01.30,1954,Unprovoked,AUSTRALIA,Unprovoked,1950.0
693,1954.01.22.b,1954,Unprovoked,AUSTRALIA,Unprovoked,1950.0
694,1953.12.13,1953,Unprovoked,AUSTRALIA,Unprovoked,1950.0
695,1953.12.00,1953,Unprovoked,AUSTRALIA,Unprovoked,1950.0
696,1953.10.00,1953,Provoked,AUSTRALIA,Provoked,1950.0
697,1953.06.00,1953,Provoked,AUSTRALIA,Provoked,1950.0
698,1953.04.07,1953,Boating,AUSTRALIA,Boating,1950.0
699,1953.03.22,1953,Unprovoked,AUSTRALIA,Unprovoked,1950.0
700,1953.03.19.R,1953,Unprovoked,AUSTRALIA,Unprovoked,1950.0
701,1953.02.15,1953,Unprovoked,AUSTRALIA,Unprovoked,1950.0
702,1953.02.00,1953,Unprovoked,AUSTRALIA,Unprovoked,1950.0
703,1953.01.20,1953,Provoked,AUSTRALIA,Provoked,1950.0
704,1953.01.08,1953,Boating,AUSTRALIA,Boating,1950.0
705,1953.00.00.c,1953,Unprovoked,AUSTRALIA,Unprovoked,1950.0
706,1952.12.24,1952,Unprovoked,AUSTRALIA,Unprovoked,1950.0
707,1952.12.21,1952,Unprovoked,AUSTRALIA,Unprovoked,1950.0
708,1952.05.07.R,1952,Unprovoked,AUSTRALIA,Unprovoked,1950.0
709,1952.04.06,1952,Boating,AUSTRALIA,Boating,1950.0
710,1952.01.07,1952,Unprovoked,AUSTRALIA,Unprovoked,1950.0
711,1951.12.16,1951,Provoked,AUSTRALIA,Provoked,1950.0
712,1951.12.06,1951,Unprovoked,AUSTRALIA,Unprovoked,1950.0
713,1951.10.22,1951,Unprovoked,AUSTRALIA,Unprovoked,1950.0
714,1951.09.02-R,1951,Unprovoked,AUSTRALIA,Unprovoked,1950.0
715,1951.03.26,1951,Provoked,AUSTRALIA,Provoked,1950.0
716,1951.03.24,1951,Unprovoked,AUSTRALIA,Unprovoked,1950.0
717,1951.02.03,1951,Unprovoked,AUSTRALIA,Unprovoked,1950.0
718,1951.02.01,1951,Unprovoked,AUSTRALIA,Unprovoked,1950.0
719,1950.12.31,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
720,1950.12.19.R,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
721,1950.12.16,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
722,1950.11.29,1950,Provoked,AUSTRALIA,Provoked,1940.0
723,1950.11.25,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
724,1950.11.12,1950,Boating,AUSTRALIA,Boating,1940.0
725,1950.10.04,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
726,1950.07.27.R,1950,Boating,AUSTRALIA,Boating,1940.0
727,1950.04.09.b,1950,Sea Disaster,AUSTRALIA,Sea Disaster,1940.0
728,1950.02.18.R,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
729,1950.01.12.R,1950,Unprovoked,AUSTRALIA,Unprovoked,1940.0
730,1950.00.00.m,1950,Boating,AUSTRALIA,Boating,1940.0
731,1949.12.00.a,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
732,1949.11.20,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
733,1949.08.28.b,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
734,1949.08.28.a,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
735,1949.08.16,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
736,1949.05.16,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
737,1949.05.13,1949,Provoked,AUSTRALIA,Provoked,1940.0
738,1949.04.18,1949,Provoked,AUSTRALIA,Provoked,1940.0
739,1949.04.17,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
740,1949.03.00,1949,Boating,AUSTRALIA,Boating,1940.0
741,1949.01.23,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
742,1949.01.13,1949,Unprovoked,AUSTRALIA,Unprovoked,1940.0
743,1948.12.27,1948,Unprovoked,AUSTRALIA,Unprovoked,1940.0
744,1948.12.26,1948,Unprovoked,AUSTRALIA,Unprovoked,1940.0
745,1948.12.10,1948,Unprovoked,AUSTRALIA,Unprovoked,1940.0
746,1948.11.18,1948,Unprovoked,AUSTRALIA,Unprovoked,1940.0
747,1948.02.12,1948,Unprovoked,AUSTRALIA,Unprovoked,1940.0
748,1948.01.25,1948,Unprovoked,AUSTRALIA,Unprovoked,1940.0
749,1947.12.21,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
750,1947.11.23,1947,Boating,AUSTRALIA,Boating,1940.0
751,1947.11.14.b,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
752,1947.11.14.a,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
753,1947.11.08.b,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
754,1947.11.08.a,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
755,1947.11.00,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
756,1947.10.28,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
757,1947.07.24.R,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
758,1947.06.16,1947,Boating,AUSTRALIA,Boating,1940.0
759,1947.04.06,1947,Unprovoked,AUSTRALIA,Unprovoked,1940.0
760,1947.02.23,1947,Boating,AUSTRALIA,Boating,1940.0
761,1947.01.14,1947,Boating,AUSTRALIA,Boating,1940.0
762,1946.12.28,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
763,1946.12.24.R,1946,Boating,AUSTRALIA,Boating,1940.0
764,1946.11.20,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
765,1946.10.14,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
766,1946.08.18,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
767,1946.04.19,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
768,1946.04.00,1946,Boating,AUSTRALIA,Boating,1940.0
769,1946.03.20,1946,Boating,AUSTRALIA,Boating,1940.0
770,1946.02.10.b,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
771,1946.01.17,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
772,1946.01.05,1946,Unprovoked,AUSTRALIA,Unprovoked,1940.0
773,1945.06.15,1945,Unprovoked,AUSTRALIA,Unprovoked,1940.0
774,1944.10.23.R,1944,Boating,AUSTRALIA,Boating,1940.0
775,1944.01.16,1944,Boating,AUSTRALIA,Boating,1940.0
776,1944.01.14,1944,Unprovoked,AUSTRALIA,Unprovoked,1940.0
777,1943.06.16,1943,Boating,AUSTRALIA,Boating,1940.0
778,1943.05.14,1943,Sea Disaster,AUSTRALIA,Sea Disaster,1940.0
779,1942.12.26,1942,Unprovoked,AUSTRALIA,Unprovoked,1940.0
780,1942.09.12.a,1942,Unprovoked,AUSTRALIA,Unprovoked,1940.0
781,1942.05.09,1942,Unprovoked,AUSTRALIA,Unprovoked,1940.0
782,1942.01.18,1942,Boating,AUSTRALIA,Boating,1940.0
783,1942.01.04,1942,Unprovoked,AUSTRALIA,Unprovoked,1940.0
784,1942.01.00,1942,Provoked,AUSTRALIA,Provoked,1940.0
785,1942.00.00.j,1942,Boating,AUSTRALIA,Boating,1940.0
786,1941.12.03,1941,Unprovoked,AUSTRALIA,Unprovoked,1940.0
787,1941.11.19,1941,Sea Disaster,AUSTRALIA,Sea Disaster,1940.0
788,1941.02.13.,1941,Provoked,AUSTRALIA,Provoked,1940.0
789,1940.12.28,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
790,1940.12.19.R,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
791,1940.12.10,1940,Provoked,AUSTRALIA,Provoked,1930.0
792,1940.03.20,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
793,1940.02.20,1940,Boating,AUSTRALIA,Boating,1930.0
794,1940.02.04,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
795,1940.01.29,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
796,1940.01.23,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
797,1940.01.15,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
798,1940.01.01,1940,Unprovoked,AUSTRALIA,Unprovoked,1930.0
799,1939.12.14,1939,Unprovoked,AUSTRALIA,Unprovoked,1930.0
800,1939.11.23,1939,Boating,AUSTRALIA,Boating,1930.0
801,1939.11.11,1939,Provoked,AUSTRALIA,Provoked,1930.0
802,1939.11.09,1939,Boating,AUSTRALIA,Boating,1930.0
803,1939.11.06,1939,Boating,AUSTRALIA,Boating,1930.0
804,1939.10.25.R,1939,Unprovoked,AUSTRALIA,Unprovoked,1930.0
805,1939.09.27.R,1939,Unprovoked,AUSTRALIA,Unprovoked,1930.0
806,1939.01.12,1939,Unprovoked,AUSTRALIA,Unprovoked,1930.0
807,1938.12.27,1938,Unprovoked,AUSTRALIA,Unprovoked,1930.0
808,1938.10.05,1938,Provoked,AUSTRALIA,Provoked,1930.0
809,1938.07.12,1938,Unprovoked,AUSTRALIA,Unprovoked,1930.0
810,1938.06.08,1938,Unprovoked,AUSTRALIA,Unprovoked,1930.0
811,1938.03.08,1938,Unprovoked,AUSTRALIA,Unprovoked,1930.0
812,1938.01.21,1938,Provoked,AUSTRALIA,Provoked,1930.0
813,1938.01.02,1938,Unprovoked,AUSTRALIA,Unprovoked,1930.0
814,1938.00.00.b,1938,Unprovoked,AUSTRALIA,Unprovoked,1930.0
815,1937.11.11,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
816,1937.10.27.b,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
817,1937.10.27.a,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
818,1937.10.24.c,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
819,1937.10.24.a,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
820,1937.08.31,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
821,1937.07.16.R,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
822,1937.06.15.b,1937,Provoked,AUSTRALIA,Provoked,1930.0
823,1937.05.15,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
824,1937.02.13,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
825,1937.02.11,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
826,1937.02.04,1937,Boating,AUSTRALIA,Boating,1930.0
827,1937.02.03,1937,Provoked,AUSTRALIA,Provoked,1930.0
828,1937.01.27,1937,Provoked,AUSTRALIA,Provoked,1930.0
829,1937.00.00,1937,Unprovoked,AUSTRALIA,Unprovoked,1930.0
830,1936.12.19,1936,Boating,AUSTRALIA,Boating,1930.0
831,1936.12.15,1936,Provoked,AUSTRALIA,Provoked,1930.0
832,1936.12.12,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
833,1936.12.01,1936,Boating,AUSTRALIA,Boating,1930.0
834,1936.11.27,1936,Provoked,AUSTRALIA,Provoked,1930.0
835,1936.08.24,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
836,1936.08.04,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
837,1936.07.07,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
838,1936.06.26,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
839,1936.04.22,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
840,1936.04.08,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
841,1936.03.22,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
842,1936.03.19,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
843,1936.03.04.,1936,Boating,AUSTRALIA,Boating,1930.0
844,1936.02.23,1936,Provoked,AUSTRALIA,Provoked,1930.0
845,1936.02.20..R,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
846,1936.02.04,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
847,1936.01.22,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
848,1936.01.00,1936,Provoked,AUSTRALIA,Provoked,1930.0
849,1936.00.00,1936,Unprovoked,AUSTRALIA,Unprovoked,1930.0
850,1935.12.23,1935,Provoked,AUSTRALIA,Provoked,1930.0
851,1935.11.13,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
852,1935.08.26,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
853,1935.08.13,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
854,1935.06.00.b,1935,Boating,AUSTRALIA,Boating,1930.0
855,1935.05.12,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
856,1935.03.30,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
857,1935.03.20,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
858,1935.03.13,1935,Provoked,AUSTRALIA,Provoked,1930.0
859,1935.03.11,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
860,1935.03.09,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
861,1935.03.02,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
862,1935.02.14,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
863,1935.01.24.b,1935,Unprovoked,AUSTRALIA,Unprovoked,1930.0
864,1935.01.24.a,1935,Boating,AUSTRALIA,Boating,1930.0
865,1934.12.31.b,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
866,1934.12.31.a,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
867,1934.12.23.b,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
868,1934.12.23.a,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
869,1934.10.09,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
870,1934.10.02,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
871,1934.08.26,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
872,1934.07.11,1934,Boating,AUSTRALIA,Boating,1930.0
873,1934.06.21,1934,Provoked,AUSTRALIA,Provoked,1930.0
874,1934.04.15,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
875,1934.04.01.a,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
876,1934.03.12,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
877,1934.03.00,1934,Provoked,AUSTRALIA,Provoked,1930.0
878,1934.02.24,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
879,1934.01.27,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
880,1934.01.07,1934,Unprovoked,AUSTRALIA,Unprovoked,1930.0
881,1933.11.20,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
882,1933.11.18,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
883,1933.10.25.R,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
884,1933.07.03,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
885,1933.05.23,1933,Provoked,AUSTRALIA,Provoked,1930.0
886,1933.06.08.R,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
887,1933.02.26,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
888,1933.02.15.R,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
889,1933.02.14,1933,Boating,AUSTRALIA,Boating,1930.0
890,1933.02.12,1933,Provoked,AUSTRALIA,Provoked,1930.0
891,1933.01.04,1933,Unprovoked,AUSTRALIA,Unprovoked,1930.0
892,1932.12.11.R,1932,Unprovoked,AUSTRALIA,Unprovoked,1930.0
893,1932.10.31,1932,Unprovoked,AUSTRALIA,Unprovoked,1930.0
894,1932.08.30.b,1932,Provoked,AUSTRALIA,Provoked,1930.0
895,1932.08.30.a,1932,Provoked,AUSTRALIA,Provoked,1930.0
896,1932.08.09,1932,Unprovoked,AUSTRALIA,Unprovoked,1930.0
897,1932.05.12,1932,Unprovoked,AUSTRALIA,Unprovoked,1930.0
898,1932.05.00,1932,Unprovoked,AUSTRALIA,Unprovoked,1930.0
899,1932.02.13,1932,Unprovoked,AUSTRALIA,Unprovoked,1930.0
900,1932.01.27,1932,Unprovoked,AUSTRALIA,Unprovoked,1930.0
901,1932.01.11,1932,Boating,AUSTRALIA,Boating,1930.0
902,1931.11.26,1931,Unprovoked,AUSTRALIA,Unprovoked,1930.0
903,1931.08.01,1931,Unprovoked,AUSTRALIA,Unprovoked,1930.0
904,1931.05.02,1931,Boating,AUSTRALIA,Boating,1930.0
905,1931.03.22,1931,Unprovoked,AUSTRALIA,Unprovoked,1930.0
906,1931.03.06,1931,Provoked,AUSTRALIA,Provoked,1930.0
907,1931.01.24,1931,Unprovoked,AUSTRALIA,Unprovoked,1930.0
908,1931.01.14,1931,Unprovoked,AUSTRALIA,Unprovoked,1930.0
909,1931.01.07,1931,Unprovoked,AUSTRALIA,Unprovoked,1930.0
910,1930.12.25,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
911,1930.12.13,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
912,1930.12.02,1930,Boating,AUSTRALIA,Boating,1920.0
913,1930.12.00,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
914,1930.11.30,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
915,1930.08.31,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
916,1930.06.04,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
917,1930.02.20,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
918,1930.02.15,1930,Unprovoked,AUSTRALIA,Unprovoked,1920.0
919,1930.02.03.R,1930,Provoked,AUSTRALIA,Provoked,1920.0
920,1929.12.26,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
921,1929.12.21,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
922,1929.12.16,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
923,1929.12.13,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
924,1929.12.03.R,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
925,1929.10.20,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
926,1929.09.01,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
927,1929.05.31,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
928,1929.04.26.R,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
929,1929.04.17.R,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
930,1929.04.11,1929,Provoked,AUSTRALIA,Provoked,1920.0
931,1929.04.09,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
932,1929.04.04,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
933,1929.03.12,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
934,1929.03.04.b,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
935,1929.03.04.a,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
936,1929.02.18,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
937,1929.02.09,1929,Boating,AUSTRALIA,Boating,1920.0
938,1929.02.08,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
939,1929.01.27,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
940,1929.01.12,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
941,1929.00.00.d,1929,Provoked,AUSTRALIA,Provoked,1920.0
942,1929.00.00.b,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
943,1928.12.21,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
944,1928.07.11,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
945,1928.04.14.R,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
946,1928.04.14,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
947,1928.04.06,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
948,1928.04.04,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
949,1928.03.28.R,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
950,1928.02.20,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
951,1928.01.27,1928,Unprovoked,AUSTRALIA,Unprovoked,1920.0
952,1927.11.03,1927,Sea Disaster,AUSTRALIA,Sea Disaster,1920.0
953,1927.10.12,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
954,1927.07.03,1927,Boating,AUSTRALIA,Boating,1920.0
955,1927.05.09.R,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
956,1927.04.10,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
957,1927.04.08,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
958,1927.03.01,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
959,1927.02.09,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
960,1927.01.03,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
961,1927.00.00.b,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
962,1927.00.00.a,1927,Unprovoked,AUSTRALIA,Unprovoked,1920.0
963,1926.12.02.R,1926,Unprovoked,AUSTRALIA,Unprovoked,1920.0
964,1926.11.17,1926,Unprovoked,AUSTRALIA,Unprovoked,1920.0
965,1926.10.23.b,1926,Unprovoked,AUSTRALIA,Unprovoked,1920.0
966,1926.03.17,1926,Unprovoked,AUSTRALIA,Unprovoked,1920.0
967,1926.01.00,1926,Unprovoked,AUSTRALIA,Unprovoked,1920.0
968,1925.11.22,1925,Unprovoked,AUSTRALIA,Unprovoked,1920.0
969,1925.03.27,1925,Unprovoked,AUSTRALIA,Unprovoked,1920.0
970,1925.03.12,1925,Unprovoked,AUSTRALIA,Unprovoked,1920.0
971,1924.10.18,1924,Unprovoked,AUSTRALIA,Unprovoked,1920.0
972,1924.04.25,1924,Unprovoked,AUSTRALIA,Unprovoked,1920.0
973,1924.02.13,1924,Unprovoked,AUSTRALIA,Unprovoked,1920.0
974,1924.01.19,1924,Unprovoked,AUSTRALIA,Unprovoked,1920.0
975,1923.12.12,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
976,1923.12.02,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
977,1923.11.23,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
978,1923.10.17,1923,Boating,AUSTRALIA,Boating,1920.0
979,1923.10.16,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
980,1923.07.02.R,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
981,1923.06.16,1923,Boating,AUSTRALIA,Boating,1920.0
982,1923.05.23.R,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
983,1923.05.22,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
984,1923.03.18,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
985,1923.01.27.a,1923,Unprovoked,AUSTRALIA,Unprovoked,1920.0
986,1922.12.05,1922,Unprovoked,AUSTRALIA,Unprovoked,1920.0
987,1922.04.26,1922,Unprovoked,AUSTRALIA,Unprovoked,1920.0
988,1922.03.02,1922,Unprovoked,AUSTRALIA,Unprovoked,1920.0
989,1922.02.04,1922,Unprovoked,AUSTRALIA,Unprovoked,1920.0
990,1922.01.15,1922,Unprovoked,AUSTRALIA,Unprovoked,1920.0
991,1922.01.13,1922,Unprovoked,AUSTRALIA,Unprovoked,1920.0
992,1922.01.04,1922,Unprovoked,AUSTRALIA,Unprovoked,1920.0
993,1921.12.11,1921,Unprovoked,AUSTRALIA,Unprovoked,1920.0
994,1921.11.27.b,1921,Unprovoked,AUSTRALIA,Unprovoked,1920.0
995,1921.11.27.a,1921,Unprovoked,AUSTRALIA,Unprovoked,1920.0
996,1921.10.12,1921,Unprovoked,AUSTRALIA,Unprovoked,1920.0
997,1921.10.04,1921,Unprovoked,AUSTRALIA,Unprovoked,1920.0
998,1921.08.29.R,1929,Unprovoked,AUSTRALIA,Unprovoked,1920.0
999,1920.11.29,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1000,1920.11.22,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1001,1920.07.05.R,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1002,1920.03.08,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1003,1920.01.24.R.b,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1004,1920.01.24.R.a,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
1005,1920.01.15,1920,Unprovoked,AUSTRALIA,Unprovoked,1910.0
